0.05 1
0.05 1
3.3 20
1.3 10
0.2 2
1.5 8 
100
0009742262 0 2018 11 29 19 0 4 7 2 20
0009742263 0 2018 11 30 8 1 30 27 10 101
0009742266 0 2018 11 30 8 1 6 9 2 21
0009742275 0 2018 11 30 9 0 14 17 3 32
0009742278 1 2018 11 30 8 0 2 0 1 2
0009742282 0 2018 11 29 22 0 4 2 3 23
0009742285 0 2018 11 30 4 0 4 4 2 10
0009742288 0 2018 11 30 11 1 7 15 2 33
0009742289 0 2018 11 30 11 0 14 8 6 42
0009742291 1 2018 11 30 11 0 3 1 3 4
0009742293 1 2018 11 30 11 0 3 0 0 5
0009742295 0 2018 11 30 11 1 28 68 12 89
0009742296 0 2018 11 30 11 0 5 2 2 16
0009742297 0 2018 11 30 11 1 6 12 2 25
0009742301 1 2018 11 30 11 0 1 0 0 1
0009742304 0 2018 11 30 12 1 3 2 2 14
0009742306 1 2018 11 30 13 0 3 2 2 8
0009742308 0 2018 11 30 12 1 12 10 1 23
0009742314 0 2018 11 30 14 0 10 23 3 34
0009742315 1 2018 11 30 14 1 5 3 3 11
0009742317 0 2018 11 30 14 1 21 13 5 28
0009742322 1 2018 11 30 15 0 4 1 0 10
0009742323 0 2018 11 30 15 1 21 15 7 52
0009742330 1 2018 11 30 15 1 3 5 2 10
0009742331 1 2018 11 30 15 0 3 1 1 2
0009742334 0 2018 11 30 14 1 4 6 3 13
0009742338 0 2018 11 30 16 1 26 10 6 48
0009742339 0 2018 11 30 15 1 12 28 4 41
0009742341 1 2018 11 30 16 0 1 1 2 2
0009742347 1 2018 11 30 17 1 2 1 2 5
0009742348 1 2018 11 30 17 0 8 5 5 10
0009742349 1 2018 11 30 16 0 2 1 1 2
0009742351 1 2018 11 30 16 0 1 1 4 3
0009742352 1 2018 11 30 16 0 1 1 2 1
0009742355 0 2018 11 30 18 1 11 12 3 19
0009742357 0 2018 11 30 6 0 24 14 1 48
0009742359 1 2018 11 30 20 0 3 1 2 3
0009742360 0 2018 11 30 15 1 30 32 18 95
0009742362 0 2018 11 30 21 1 57 30 7 88
0009742363 0 2018 11 30 21 1 19 9 8 31
0009742364 0 2018 11 30 21 1 12 18 3 32
0009742365 0 2018 11 30 22 1 42 50 9 118
0009742367 0 2018 11 30 19 1 35 21 4 68
0009742369 0 2018 11 30 22 1 6 6 6 7
0009742370 1 2018 11 30 23 0 2 0 0 2
0009742371 1 2018 11 30 22 0 2 1 2 3
0009742372 0 2018 11 30 23 0 7 4 6 7
0009742373 0 2018 11 30 23 1 13 13 3 23
0009742376 1 2018 12 1 0 1 8 3 3 7
0009742377 1 2018 12 1 0 0 3 3 4 6
0009742378 0 2018 12 1 0 0 7 5 1 7
0009742379 1 2018 12 1 1 1 5 1 3 2
0009742380 0 2018 12 1 2 0 144 140 21 625
0009742381 0 2018 12 1 2 0 8 3 3 11
0009742382 0 2018 12 1 4 1 27 12 6 55
0009742383 1 2018 12 1 5 1 2 3 1 12
0009742385 0 2018 12 1 5 1 12 5 3 18
0009742386 0 2018 12 1 5 1 5 6 2 16
0009742389 0 2018 12 1 6 1 6 5 6 17
0009742390 1 2018 12 1 7 0 11 3 3 9
0009742392 0 2018 12 1 7 1 5 5 8 20
0009742393 1 2018 12 1 7 0 3 2 5 7
0009742413 1 2018 12 1 8 0 1 1 1 0
0009742419 1 2018 12 1 8 1 2 1 4 6
0009742468 0 2018 12 1 10 1 8 21 4 59
0009742475 0 2018 12 1 11 1 24 17 6 74
0009742478 1 2018 12 1 11 1 4 4 2 3
0009742480 0 2018 12 1 11 1 15 5 3 23
0009742483 1 2018 12 1 10 0 2 0 0 0
0009742486 1 2018 12 1 11 0 1 2 1 6
0009742489 0 2018 12 1 11 1 8 6 4 25
0009742492 1 2018 12 1 12 1 3 1 2 3
0009742493 0 2018 12 1 12 0 4 2 0 13
0009742494 0 2018 12 1 12 1 8 2 3 11
0009742495 1 2018 12 1 12 0 1 0 0 0
0009742496 1 2018 12 1 12 0 2 0 0 0
0009742499 1 2018 12 1 13 1 3 2 2 4
0009742500 1 2018 12 1 12 0 2 0 0 1
0009742501 1 2018 12 1 13 1 3 1 3 4
0009742505 1 2018 12 1 14 0 3 1 1 5
0009742506 0 2018 12 1 14 1 15 11 4 35
0009742507 0 2018 12 1 14 1 18 15 8 64
0009742508 0 2018 12 1 15 1 16 31 4 50
0009742509 1 2018 12 1 14 0 1 0 2 3
0009742511 1 2018 12 1 15 0 3 1 1 5
0009742514 0 2018 12 1 15 0 5 1 1 11
0009742515 1 2018 12 1 16 0 2 1 5 6
0009742519 1 2018 12 1 15 0 4 0 0 5
0009742520 1 2018 12 1 16 0 2 1 1 1
0009742521 0 2018 12 1 15 1 16 12 2 23
0009742526 1 2018 12 1 17 0 1 2 1 1
0009742527 0 2018 12 1 6 0 11 5 3 21
0009742529 0 2018 12 1 18 1 13 11 1 16
0009742531 1 2018 12 1 18 1 4 2 3 7
0009742532 1 2018 12 1 18 0 2 1 3 1
0009742533 1 2018 12 1 8 0 7 2 1 9
0009742536 0 2018 12 1 18 1 29 38 7 76
0009742540 0 2018 12 1 8 0 13 6 5 25
0009742541 0 2018 12 1 19 1 11 5 1 18
0009742543 0 2018 12 1 19 0 16 16 3 36
