0.4 3
0.5 8
1.7 10
0.5 2
0.9 2
0.1 1 
100
0140021143 1 2021 9 3 13 1 61 49 2 160
0140021144 1 2021 9 3 14 0 6 5 2 8
0140021146 1 2021 9 3 13 1 55 54 3 113
0140021148 1 2021 9 3 14 0 155 230 10 516
0140021150 1 2021 9 3 14 0 62 55 7 113
0140021153 1 2021 9 3 12 1 29 42 7 68
0140021154 1 2021 9 3 15 0 13 34 6 47
0140021155 1 2021 9 3 14 1 18 38 5 79
0140021158 1 2021 9 3 16 0 32 30 3 81
0140021159 1 2021 9 3 14 1 19 37 2 62
0140021161 1 2021 9 3 16 0 5 3 0 8
0140021164 1 2021 9 3 16 1 12 15 1 37
0140021165 1 2021 9 3 16 1 35 34 3 64
0140021167 1 2021 9 3 15 1 8 6 0 20
0140021168 1 2021 9 3 17 1 20 30 2 40
0140021170 1 2021 9 3 17 1 7 4 0 14
0140021172 1 2021 9 3 17 0 10 9 0 27
0140021175 1 2021 9 3 17 1 3 2 1 5
0140021176 1 2021 9 3 19 1 6 7 0 17
0140021177 1 2021 9 3 18 1 7 4 0 17
0140021178 1 2021 9 3 19 1 8 11 0 24
0140021179 1 2021 9 3 18 1 13 18 0 23
0140021180 1 2021 9 3 20 1 11 29 2 39
0140021181 1 2021 9 3 20 1 22 45 3 59
0140021182 1 2021 9 3 20 1 10 12 0 21
0140021183 1 2021 9 3 20 1 9 12 0 15
0140021184 1 2021 9 3 21 1 5 3 3 6
0140021185 1 2021 9 3 21 1 6 6 1 6
0140021186 1 2021 9 3 20 1 7 11 1 22
0140021187 1 2021 9 3 21 1 6 1 1 6
0140021188 1 2021 9 3 21 0 12 13 2 31
0140021189 1 2021 9 3 21 1 39 34 2 121
0140021190 1 2021 9 3 21 1 11 9 0 43
0140021191 1 2021 9 3 21 1 6 4 0 6
0140021192 1 2021 9 3 22 1 9 13 2 30
0140021193 1 2021 9 3 23 1 4 3 0 6
0140021194 1 2021 9 3 23 1 4 1 0 3
0140021195 1 2021 9 3 23 1 31 36 4 70
0140021196 1 2021 9 3 22 1 9 11 0 15
0140021197 1 2021 9 3 23 1 6 4 1 3
0140021198 1 2021 9 4 0 0 12 18 2 33
0140021199 1 2021 9 4 0 0 43 43 5 73
0140021200 1 2021 9 4 0 1 54 62 10 170
0140021201 1 2021 9 4 0 1 19 16 1 34
0140021202 1 2021 9 4 0 1 10 13 0 26
0140021203 1 2021 9 4 1 1 5 6 0 10
0140021204 1 2021 9 4 1 1 9 3 1 25
0140021205 1 2021 9 4 1 1 9 11 1 23
0140021206 1 2021 9 4 1 1 4 1 1 3
0140021207 1 2021 9 4 2 0 9 17 2 24
0140021208 1 2021 9 4 2 1 9 9 0 20
0140021209 1 2021 9 4 3 0 28 21 3 55
0140021210 1 2021 9 4 1 1 4 1 1 2
0140021211 1 2021 9 4 2 1 12 16 0 25
0140021212 1 2021 9 4 2 1 3 2 1 4
0140021213 1 2021 9 4 2 1 8 9 0 22
0140021214 1 2021 9 4 5 1 5 9 1 9
0140021215 1 2021 9 4 5 1 12 33 2 58
0140021216 1 2021 9 4 7 1 2 0 0 0
0140021220 1 2021 9 4 8 1 15 30 4 36
0140021232 1 2021 9 4 8 1 8 15 4 14
0140021235 1 2021 9 4 9 1 66 62 4 223
0140021243 1 2021 9 4 9 0 21 10 1 37
0140021245 1 2021 9 4 10 1 84 83 4 299
0140021247 1 2021 9 4 10 1 17 42 3 56
0140021248 1 2021 9 4 10 0 8 6 1 15
0140021249 1 2021 9 4 10 1 3 1 0 3
0140021250 1 2021 9 4 10 1 9 17 2 29
0140021252 1 2021 9 4 11 0 9 5 1 14
0140021255 1 2021 9 4 11 1 37 73 3 113
0140021256 1 2021 9 4 11 1 13 27 2 40
0140021258 1 2021 9 4 11 0 25 23 2 65
0140021259 1 2021 9 4 11 1 4 7 1 12
0140021260 1 2021 9 4 12 1 27 34 2 114
0140021262 1 2021 9 4 12 0 2 3 2 7
0140021264 1 2021 9 4 12 1 2 0 0 0
0140021265 1 2021 9 4 12 1 36 43 2 94
0140021266 1 2021 9 4 12 1 8 10 0 23
0140021267 1 2021 9 4 12 1 15 47 1 47
0140021268 1 2021 9 4 13 1 7 9 0 23
0140021270 1 2021 9 4 13 1 13 31 0 50
0140021271 1 2021 9 4 14 1 12 16 0 32
0140021272 1 2021 9 4 14 1 12 9 0 27
0140021274 1 2021 9 4 15 1 37 85 8 147
0140021277 1 2021 9 4 15 1 50 36 3 134
0140021278 1 2021 9 4 15 1 7 8 0 32
0140021280 1 2021 9 4 16 0 18 29 3 50
0140021281 1 2021 9 4 17 1 9 16 2 27
0140021283 1 2021 9 4 16 1 9 10 0 31
0140021284 1 2021 9 4 17 0 19 18 3 69
0140021287 1 2021 9 4 18 1 48 59 1 179
0140021288 1 2021 9 4 18 0 7 3 4 35
0140021290 1 2021 9 4 18 1 9 13 2 31
0140021291 1 2021 9 4 17 1 61 79 3 140
0140021292 1 2021 9 4 18 1 47 73 2 119
0140021293 1 2021 9 4 18 1 16 24 0 37
0140021294 1 2021 9 4 19 1 11 18 1 26
0140021295 1 2021 9 4 19 1 7 9 2 17
0140021296 1 2021 9 4 19 1 13 13 2 32
0140021297 1 2021 9 4 20 1 30 48 4 66
