3.6 8
3.5 1
1.8 5
4.9 4
1.9 3
2.4 2
100
0009723482 0 2018 8 9 18 0 32 28 5 103
0009723483 0 2018 8 9 18 0 34 70 3 91
0009723485 1 2018 8 9 19 0 3 0 0 4
0009723486 1 2018 8 9 19 1 2 1 3 5
0009723487 1 2018 8 9 19 0 1 0 0 6
0009723488 1 2018 8 9 19 1 1 1 1 3
0009723489 1 2018 8 9 20 0 1 0 0 5
0009723490 0 2018 8 9 20 1 8 6 3 15
0009723491 1 2018 8 9 20 0 2 0 0 5
0009723492 1 2018 8 9 21 0 2 2 2 4
0009723493 0 2018 8 9 21 0 25 41 3 94
0009723494 1 2018 8 9 21 1 1 2 2 7
0009723495 1 2018 8 9 21 0 1 0 1 0
0009723496 1 2018 8 9 21 0 1 0 0 0
0009723498 1 2018 8 9 21 0 1 2 3 3
0009723499 1 2018 8 9 21 0 1 0 0 0
0009723501 0 2018 8 9 21 1 13 36 6 81
0009723502 1 2018 8 9 22 0 1 0 0 1
0009723503 1 2018 8 9 21 0 1 0 0 1
0009723504 1 2018 8 9 23 1 3 4 3 8
0009723505 1 2018 8 9 23 0 1 0 1 0
0009723506 1 2018 8 9 23 0 1 1 0 4
0009723507 1 2018 8 9 23 0 1 0 0 0
0009723508 1 2018 8 9 23 0 1 0 1 0
0009723509 0 2018 8 9 22 1 11 7 2 37
0009723510 1 2018 8 10 0 1 1 1 3 5
0009723511 1 2018 8 10 0 0 1 0 0 0
0009723512 1 2018 8 10 0 0 1 0 1 4
0009723513 0 2018 8 10 0 1 42 65 13 125
0009723514 1 2018 8 10 0 0 1 0 1 0
0009723516 1 2018 8 10 0 0 2 1 1 7
0009723517 0 2018 8 10 0 1 30 52 5 78
0009723518 1 2018 8 10 1 0 1 0 0 0
0009723519 1 2018 8 10 1 0 1 1 0 0
0009723520 0 2018 8 10 2 0 9 12 4 22
0009723521 0 2018 8 10 2 1 12 6 1 14
0009723522 1 2018 8 10 2 0 1 0 0 3
0009723523 1 2018 8 10 2 0 1 0 0 4
0009723524 1 2018 8 10 2 1 1 3 2 5
0009723525 0 2018 8 10 2 0 276 247 22 619
0009723526 1 2018 8 10 2 0 1 1 2 3
0009723527 1 2018 8 10 2 0 1 1 1 3
0009723528 1 2018 8 10 3 1 1 1 2 4
0009723529 1 2018 8 10 3 1 2 2 2 1
0009723530 1 2018 8 10 3 0 1 1 2 4
0009723531 1 2018 8 10 3 0 1 0 0 3
0009723532 1 2018 8 10 3 0 1 1 3 9
0009723533 1 2018 8 10 3 0 1 1 2 5
0009723534 1 2018 8 10 4 0 4 1 1 3
0009723535 1 2018 8 10 4 0 1 1 0 16
0009723537 1 2018 8 10 4 1 2 2 2 4
0009723538 0 2018 8 10 5 0 3 9 2 14
0009723539 0 2018 8 10 5 0 1 1 1 3
0009723540 1 2018 8 10 2 0 1 1 1 3
0009723541 1 2018 8 10 5 0 1 0 0 1
0009723542 1 2018 8 10 6 0 1 0 0 0
0009723543 1 2018 8 10 6 0 1 1 1 0
0009723544 0 2018 8 10 7 0 4 4 2 20
0009723545 0 2018 8 10 6 0 8 9 2 16
0009723548 0 2018 8 10 8 1 8 6 2 15
0009723555 0 2018 8 10 9 0 4 3 3 19
0009723566 0 2018 8 10 9 0 7 9 2 13
0009723570 1 2018 8 10 10 0 4 2 3 5
0009723574 0 2018 8 10 10 1 12 9 1 42
0009723577 1 2018 8 10 11 0 1 0 0 0
0009723581 1 2018 8 10 11 1 4 1 3 6
0009723584 0 2018 8 10 11 0 14 15 4 35
0009723585 0 2018 8 10 11 0 6 2 2 19
0009723587 1 2018 8 10 12 0 3 1 3 1
0009723588 1 2018 8 10 12 0 3 0 0 0
0009723590 1 2018 8 10 11 0 1 1 1 3
0009723591 1 2018 8 10 12 0 4 1 2 3
0009723592 0 2018 8 10 12 0 12 2 5 27
0009723593 1 2018 8 10 12 1 1 1 3 8
0009723594 0 2018 8 10 12 0 9 4 3 26
0009723598 0 2018 8 10 12 0 43 39 6 104
0009723599 0 2018 8 10 12 1 14 21 7 81
0009723601 0 2018 8 10 12 1 7 7 4 28
0009723602 1 2018 8 10 12 1 3 5 5 12
0009723603 1 2018 8 10 12 0 1 0 2 5
0009723607 0 2018 8 10 13 1 5 3 0 14
0009723608 1 2018 8 10 13 0 1 0 1 0
0009723609 1 2018 8 10 13 0 2 0 1 0
0009723610 0 2018 8 10 13 1 10 3 4 16
0009723612 1 2018 8 10 13 0 2 1 0 0
0009723620 1 2018 8 10 15 0 5 1 1 5
0009723622 0 2018 8 10 15 1 11 20 3 49
0009723623 1 2018 8 10 15 0 3 4 3 5
0009723624 1 2018 8 10 15 0 5 2 4 10
0009723627 0 2018 8 10 13 1 11 14 5 34
0009723630 0 2018 8 10 16 1 30 24 3 72
0009723631 1 2018 8 10 16 0 2 1 3 4
0009723633 0 2018 8 10 17 1 18 20 9 61
0009723636 0 2018 8 10 15 1 19 15 5 44
0009723637 0 2018 8 10 17 0 31 42 12 98
0009723640 1 2018 8 10 17 0 2 1 0 12
0009723641 1 2018 8 10 17 0 1 0 1 0
0009723642 1 2018 8 10 18 1 1 1 3 6
0009723643 1 2018 8 10 18 1 4 3 1 7
0009723644 0 2018 8 10 18 0 2 7 2 5
