0.6 5
0.05 3
0.6 2
0.3 5
0.2 1
0.8 3
100
0009723645 1 2018 8 10 18 0 3 3 0 12
0009723647 0 2018 8 10 17 0 6 1 2 4
0009723648 1 2018 8 10 19 1 5 2 2 12
0009723649 1 2018 8 10 19 0 1 0 0 2
0009723651 1 2018 8 10 20 0 2 0 1 2
0009723654 1 2018 8 10 20 0 1 0 0 0
0009723655 1 2018 8 10 20 0 1 1 3 0
0009723657 1 2018 8 10 19 1 3 1 2 5
0009723659 1 2018 8 10 20 0 1 1 1 2
0009723660 0 2018 8 10 21 0 30 34 5 50
0009723661 0 2018 8 10 21 1 10 17 4 22
0009723662 0 2018 8 10 20 0 13 6 5 45
0009723663 0 2018 8 10 21 0 29 45 9 38
0009723664 1 2018 8 10 22 0 1 0 1 2
0009723666 0 2018 8 10 22 1 5 1 2 25
0009723667 0 2018 8 10 22 0 44 4 4 67
0009723668 1 2018 8 10 22 0 1 0 1 2
0009723670 1 2018 8 10 23 1 2 1 0 2
0009723671 1 2018 8 10 23 1 3 1 2 2
0009723672 0 2018 8 10 22 0 6 2 3 12
0009723673 1 2018 8 10 22 0 1 0 0 3
0009723674 0 2018 8 10 23 0 5 9 2 18
0009723675 1 2018 8 10 23 0 2 1 3 5
0009723676 0 2018 8 10 23 0 4 4 2 17
0009723677 1 2018 8 10 23 0 1 0 1 3
0009723678 1 2018 8 11 0 0 1 0 2 5
0009723679 1 2018 8 11 0 0 1 0 2 3
0009723680 0 2018 8 11 1 1 5 6 6 43
0009723681 1 2018 8 11 1 0 1 1 1 3
0009723682 0 2018 8 11 1 1 11 13 9 55
0009723683 1 2018 8 11 1 0 2 1 2 8
0009723684 0 2018 8 11 1 1 6 8 1 16
0009723685 1 2018 8 11 2 1 2 0 0 0
0009723687 1 2018 8 11 1 1 2 3 0 3
0009723688 1 2018 8 11 2 0 5 3 2 11
0009723689 0 2018 8 11 1 0 13 13 3 31
0009723690 0 2018 8 11 3 1 9 2 3 18
0009723691 1 2018 8 11 1 0 1 1 5 15
0009723692 1 2018 8 11 3 0 4 4 2 11
0009723693 1 2018 8 11 4 1 7 2 2 3
0009723694 1 2018 8 11 3 0 2 4 2 11
0009723695 1 2018 8 11 4 1 2 3 5 9
0009723697 0 2018 8 11 4 0 5 3 2 16
0009723698 1 2018 8 11 5 0 1 0 1 3
0009723699 0 2018 8 11 5 1 9 11 1 24
0009723700 0 2018 8 11 4 0 5 2 1 32
0009723704 0 2018 8 11 5 0 13 31 10 61
0009723713 1 2018 8 11 7 0 1 1 2 6
0009723719 0 2018 8 11 7 1 7 8 1 20
0009723721 1 2018 8 11 7 0 4 4 2 2
0009723756 1 2018 8 11 6 0 1 3 4 8
0009723763 0 2018 8 11 9 1 2 1 7 7
0009723767 1 2018 8 11 8 1 3 2 1 4
0009723777 0 2018 8 11 9 1 9 7 4 35
0009723785 0 2018 8 11 9 1 15 18 4 68
0009723787 1 2018 8 11 9 0 1 0 0 4
0009723788 1 2018 8 11 10 1 2 1 6 5
0009723790 0 2018 8 11 10 1 16 4 0 31
0009723793 0 2018 8 11 9 1 6 12 2 27
0009723796 0 2018 8 11 0 0 5 2 1 20
0009723798 0 2018 8 11 9 1 12 5 4 64
0009723801 1 2018 8 11 11 0 6 2 1 8
0009723804 0 2018 8 11 12 1 9 6 4 22
0009723806 1 2018 8 11 12 1 2 1 3 2
0009723807 0 2018 8 11 12 0 9 4 4 23
0009723809 1 2018 8 11 10 0 5 3 3 0
0009723810 0 2018 8 11 12 0 15 17 2 29
0009723811 0 2018 8 11 11 1 5 5 3 16
0009723812 0 2018 8 11 12 1 7 9 1 36
0009723814 1 2018 8 11 12 0 2 0 0 0
0009723815 0 2018 8 11 12 1 7 2 3 15
0009723816 1 2018 8 11 12 1 1 2 4 6
0009723817 1 2018 8 11 13 1 1 2 3 7
0009723819 1 2018 8 11 13 1 3 3 3 7
0009723821 0 2018 8 11 13 1 15 35 3 54
0009723822 0 2018 8 11 13 0 43 53 5 90
0009723824 1 2018 8 11 13 0 3 0 0 0
0009723825 1 2018 8 11 13 1 1 0 0 0
0009723826 0 2018 8 11 14 1 4 10 3 3
0009723828 0 2018 8 11 14 0 14 19 3 39
0009723829 1 2018 8 11 14 1 1 1 1 7
0009723833 0 2018 8 11 12 0 13 1 5 16
0009723834 1 2018 8 11 15 0 1 0 1 6
0009723835 0 2018 8 11 14 1 16 24 2 27
0009723837 1 2018 8 11 16 0 1 0 0 1
0009723846 0 2018 8 11 17 1 31 58 3 134
0009723848 1 2018 8 11 18 0 4 0 0 4
0009723849 1 2018 8 11 18 0 1 0 1 4
0009723850 0 2018 8 11 18 0 93 63 11 224
0009723852 0 2018 8 11 12 0 10 11 3 24
0009723853 0 2018 8 11 18 0 13 7 4 38
0009723856 0 2018 8 11 13 0 9 6 3 26
0009723858 0 2018 8 11 13 1 10 8 2 29
0009723859 0 2018 8 11 15 0 32 27 3 62
0009723861 0 2018 8 11 18 1 12 15 2 32
0009723863 0 2018 8 11 19 0 13 14 10 65
0009723864 0 2018 8 11 20 1 16 2 3 22
0009723866 0 2018 8 11 20 1 20 28 5 38
0009723867 0 2018 8 11 20 1 7 9 4 17
0009723868 1 2018 8 11 20 0 1 0 0 2
