0.8 1
0.4 1
0.9 1
0.5 1
0.3 1
0.5 1
50
0009916379 1 2020 7 24 1 0 4 6 2 5
0009916380 1 2020 7 24 1 0 2 1 0 1
0009916381 1 2020 7 24 2 0 1 0 0 4
0009916383 0 2020 7 24 2 0 13 18 4 30
0009916384 1 2020 7 24 2 0 1 0 1 0
0009916385 1 2020 7 24 2 1 2 0 1 1
0009916386 1 2020 7 24 3 1 2 1 2 7
0009916387 1 2020 7 24 3 1 1 0 0 4
0009916388 1 2020 7 24 4 1 24 37 11 104
0009916389 1 2020 7 24 4 1 4 3 0 9
0009916390 1 2020 7 24 4 2 4 2 1 15
0009916391 0 2020 7 24 4 2 5 1 3 7
0009916392 0 2020 7 24 7 2 6 17 1 20
0009916400 1 2020 7 24 9 2 2 1 1 6
0009916401 1 2020 7 24 9 2 15 33 9 43
0009916403 1 2020 7 24 9 2 3 3 2 4
0009916404 1 2020 7 24 9 2 5 4 0 7
0009916407 0 2020 7 24 10 2 7 10 1 13
0009916408 1 2020 7 24 10 2 3 2 2 2
0009916409 1 2020 7 24 10 2 26 41 6 111
0009916410 1 2020 7 24 10 2 2 1 0 3
0009916413 1 2020 7 24 11 2 2 1 0 6
0009916414 1 2020 7 24 11 2 2 0 0 2
0009916415 0 2020 7 24 10 2 15 30 13 57
0009916416 1 2020 7 24 11 2 12 12 1 35
0009916417 1 2020 7 24 11 2 3 3 3 2
0009916418 1 2020 7 24 11 2 2 0 1 0
0009916419 0 2020 7 24 12 2 18 15 4 67
0009916420 1 2020 7 24 12 2 2 0 1 0
0009916421 1 2020 7 24 11 2 3 1 0 6
0009916422 1 2020 7 24 12 2 3 2 0 14
0009916423 1 2020 7 24 12 2 4 3 0 8
0009916424 0 2020 7 24 13 2 17 11 2 42
0009916425 1 2020 7 24 13 2 4 3 0 5
0009916426 1 2020 7 24 13 2 4 2 0 4
0009916428 1 2020 7 24 13 2 3 2 2 3
0009916429 0 2020 7 24 14 2 16 12 1 26
0009916430 0 2020 7 24 14 2 10 7 5 11
0009916432 1 2020 7 24 14 2 2 0 1 0
0009916434 1 2020 7 24 14 2 5 1 1 4
0009916435 1 2020 7 24 14 2 3 1 1 3
0009916438 1 2020 7 24 15 2 8 6 1 26
0009916440 1 2020 7 24 15 2 5 1 0 4
0009916442 1 2020 7 24 16 2 2 1 1 4
0009916443 0 2020 7 24 16 2 14 23 1 69
0009916445 1 2020 7 24 16 2 3 2 2 4
0009916446 0 2020 7 24 17 2 48 69 11 274
0009916447 0 2020 7 24 18 2 21 27 2 94
0009916448 0 2020 7 24 18 2 4 2 0 10
0009916449 1 2020 7 24 18 2 2 0 1 5
